"";"ring";"early troph";"late troph";"schizont";"early gam";"mature gam";"ookinete"
"PF3D7_0602100.1";28,461002;47,815677;27,001494;3,244706;7,585106;28,490258;58,590876
"PF3D7_0602200.1";16,059139;120,243172;72,027675;13,261751;49,967033;40,742339;8,45563
"PF3D7_0602300.1";5,059189;5,203466;7,843182;5,663011;27,369029;81,468912;4,217849
"PF3D7_0602400.1";14,625068;124,709997;151,039194;98,382722;27,522302;8,9919;10,980968
"PF3D7_0602500.1";6,615103;56,914776;29,227801;13,484267;18,518837;5,020926;5,496051
"PF3D7_0602600.1";76,973496;60,923126;44,3289;30,966198;14,975574;41,608534;11,983202
"PF3D7_0602700.1";28,220392;5,136842;9,514373;22,183467;49,621827;251,220019;49,906948
"PF3D7_0602800.1";25,181112;12,136401;6,470509;12,02683;27,046402;53,802343;5,26221
"PF3D7_0602900.1";37,991644;49,696004;97,998656;294,547659;23,906476;112,224686;68,203158
"PF3D7_0603000.1";60,089349;58,530574;90,225124;194,488559;194,188844;256,956226;19,769714
"PF3D7_0603100.1";2,572001;3,64639;51,462518;56,304711;19,416308;105,199567;20,846702
"PF3D7_0603200.1";5,360255;9,545985;69,584484;18,332037;23,631609;19,375333;9,583023
"PF3D7_0603300.1";12,034026;80,502255;38,593873;10,662301;2,648023;4,472424;9,628347
"PF3D7_0603400.1";23,474431;78,509614;70,480246;11,136066;13,85327;36,333165;39,673012
"PF3D7_0603500.1";4,586551;4,411623;128,994123;106,171369;104,978231;68,715792;14,422818
"PF3D7_0603600.1";4,567864;2,912898;15,049375;4,262267;15,944882;65,135312;22,303522
"PF3D7_0603700.1";3,309837;2,104481;20,354047;7,624325;9,803634;23,759443;3,18356
"PF3D7_0603800.1";1,984654;2,748967;62,338047;120,468297;27,360584;19,561431;16,941924
"PF3D7_0603900.1";6,153344;0,306638;9,583922;0;40,019043;143,130502;41,281388
"PF3D7_0604000.1";4,284852;5,298698;5,293293;5,964572;6,696455;14,761842;4,437639
"PF3D7_0604100.1";4,93591;2,794224;120,724321;265,009884;49,973534;11,327264;33,445262
"PF3D7_0604200.1";4,4896;99,268477;131,43785;86,055291;292,016308;25,507429;14,016214
"PF3D7_0604300.1";7,488223;38,232371;69,640667;46,261392;58,427202;132,87249;12,697975
"PF3D7_0604400.1";3,018107;1,916661;1,670724;0;176,051668;4320,530826;145,572353
"PF3D7_0604500.1";204,652214;219,973304;151,959314;106,244016;25,691972;76,588906;70,957889
"PF3D7_0604600.1";5,183396;5,448997;7,068522;3,959391;3,952793;8,677356;10,748482
"PF3D7_0604700.1";5,816848;11,754658;204,771193;96,406652;145,366072;81,29331;20,786462
"PF3D7_0604800.1";3,282544;13,734381;9,717465;6,11245;2,779095;10,062784;5,946577
"PF3D7_0604900.1";11,032534;27,870663;81,031785;29,585984;363,781711;368,117092;747,372539
"PF3D7_0605000.1";5,341185;6,616434;16,186865;5,323055;29,480595;39,298142;592,32773
"PF3D7_0605100.1";107,77347;147,429803;119,754592;256,994316;34,798893;50,743531;137,722737
"PF3D7_0605200.1";5,218636;1,799568;117,237897;39,081282;237,931274;120,203435;12,59913
"PF3D7_0605300.1";4,604532;2,184679;115,495985;97,170953;335,832714;246,998318;31,607276
"PF3D7_0605400.1";12,324114;4,286782;37,154699;23,775234;39,822872;68,061083;37,362408
"PF3D7_0605500.1";8,108198;1,492089;45,066054;91,633282;16,206478;43,901724;22,868525
"PF3D7_0605600.1";2,945695;1,068037;2,494421;1,398586;8,736806;26,93399;405,413107
"PF3D7_0605700.1";5,900726;0,786169;11,152081;7,196605;21,54507;78,05851;476,194883
"PF3D7_0605800.1";21,68562;28,885592;62,011955;61,602228;10,898822;16,714363;22,273299
"PF3D7_0605900.1";146,736843;23,194304;342,63187;253,757429;199,368589;192,939569;130,806035
"PF3D7_0606000.1";181,683591;120,728433;102,004706;133,6403;26,59165;37,099457;48,73891
"PF3D7_0606100.1";136,780762;193,546004;135,501204;37,200172;72,174821;48,627635;92,674156
"PF3D7_0606200.1";43,612428;74,372988;242,21038;594,753188;2194,815899;681,455188;72,590745
"PF3D7_0606300.1";55,236106;32,488772;122,501565;318,953026;913,758204;888,404772;46,305846
"PF3D7_0606400.1";21,340539;15,508584;4,790178;10,909096;151,1489;2684,147354;472,395762
"PF3D7_0606500.1";74,774684;34,68099;67,953405;20,535665;16,531236;21,369979;20,863498
"PF3D7_0606600.1";116,867209;119,038629;61,280548;26,059287;20,831898;57,379154;128,498056
"PF3D7_0606700.1";78,458234;68,955873;175,187704;320,456511;32,212774;46,0935;49,900678
"PF3D7_0606800.1";19,548249;8,542726;89,964197;64,45563;52,549314;110,816219;80,092816
"PF3D7_0606900.1";27,06295;93,046752;36,035496;11,828787;168,6197;400,187676;50,531806
"PF3D7_0607000.1";260,073476;587,679654;270,009906;215,176101;41,670873;29,683721;100,79817
"PF3D7_0607100.1";3,200717;0,650328;2,620926;0,711276;18,044928;36,379158;14,153197
"PF3D7_0607200.1";7,508377;1,988305;62,112769;17,517654;56,08861;188,265507;30,226169
"PF3D7_0607300.1";3,493511;0,688603;14,163807;9,042074;35,283564;81,492182;15,515722
"PF3D7_0607400.1";11,468391;22,144252;64,044296;83,767623;107,448457;66,49008;25,337605
"PF3D7_0607500.1";8,173191;16,458332;37,085277;20,428507;27,906206;50,039459;17,627036
"PF3D7_0607600.1";3,976145;1,796305;163,87712;189,553158;33,124212;13,810788;27,070355
"PF3D7_0607700.1";3,526951;0,897573;76,37526;190,602171;20,460006;485,451364;105,003729
"PF3D7_0607800.1";4,298341;5,736732;13,539802;7,308368;10,646225;14,416622;166,43246
"PF3D7_0607900.1";3,949419;7,210527;37,77427;10,953556;11,230677;51,734091;236,76571
"PF3D7_0608000.1";23,144843;44,540823;50,74585;33,548137;152,816649;96,303484;61,918717
"PF3D7_0608100.1";35,530295;56,075715;89,93222;53,115096;15,203114;37,169864;114,395849
"PF3D7_0608200.1";1,384674;8,067606;23,065642;26,859934;15,034711;20,414392;32,280498
"PF3D7_0608300.1";6,868151;23,46427;17,615834;15,360107;18,917488;45,721945;18,435684
"PF3D7_0608310.1";19,640827;32,304647;30,117144;7,685902;51,481141;55,219967;26,431446
"PF3D7_0608400.1";27,653944;15,742873;120,623924;16,529965;541,397265;2245,016092;333,388816
"PF3D7_0608500.1";43,74563;116,195369;406,233284;208,440391;121,619889;70,051053;119,46384
"PF3D7_0608600.1";8,668948;18,529906;50,56249;8,924506;145,328521;1052,35066;129,604801
"PF3D7_0608700.1";96,651657;233,575566;183,319902;107,759644;35,229412;24,68791;132,112412
"PF3D7_0608800.1";102,956031;2806,84507;3131,158756;638,799757;829,314943;759,706641;280,348275
"PF3D7_0608900.1";6,270028;15,916353;43,652887;100,903452;19,797169;29,842433;10,106318
"PF3D7_0609000.1";50,377849;79,167335;109,972252;146,472091;36,262416;67,837468;31,363446
"PF3D7_0609100.1";110,983659;132,926967;115,905;104,752631;259,296471;554,986398;298,794256
"PF3D7_0609200.1";20,676802;42,74742;16,594113;46,231905;25,116651;46,579375;17,633433
"PF3D7_0609300.1";5,832176;6,862381;38,06903;32,658322;18,600048;97,630589;133,226097
"PF3D7_0609400.1";10,253974;39,536694;20,173563;16,889635;22,384728;80,32226;12,060493
"PF3D7_0609500.1";3,495266;0,940972;3,687661;8,405225;5,311576;15,620119;1,51864
"PF3D7_0609600.1";5,059929;0,783739;5,805375;3,454987;6,091302;29,796833;135,951837
"PF3D7_0609700.1";121,161045;69,166544;44,823608;85,476867;43,631829;43,151874;273,785937
"PF3D7_0609800.1";11,693428;6,058736;193,574936;1221,422655;35,10038;121,04776;141,426613
"PF3D7_0609900.1";31,909947;18,304613;53,207255;239,816835;24,38854;18,22765;8,703272
"PF3D7_0610000.1";6,146286;5,253171;60,05853;37,067355;19,074932;41,59791;33,745726
"PF3D7_0610100.1";33,909014;78,274994;81,636253;86,234834;25,18315;48,028874;36,211352
"PF3D7_0610200.1";48,723966;55,814183;37,930251;22,396176;11,848293;30,656652;25,495566
"PF3D7_0610400.1";322,060424;1468,010759;2387,833184;13617,20856;121,422297;8069,68845;4279,302225
"PF3D7_0610500.1";32,854462;136,043999;99,356611;240,547154;119,864089;92,326683;26,078885
"PF3D7_0610600.1";9,978828;48,206445;94,031237;109,904599;70,296303;48,520278;16,909606
"PF3D7_0610700.1";132,899856;196,928325;211,337911;85,232431;51,81728;59,911527;39,314294
"PF3D7_0610800.1";158,893011;276,73723;253,469378;95,226159;32,510828;18,292841;21,374596
"PF3D7_0610900.1";114,6533;187,0012;87,752409;48,071175;91,634189;63,392813;81,149962
"PF3D7_0611000.1";4,411746;0,43403;34,924119;50,926331;87,039611;639,774499;27,536722
"PF3D7_0611100.1";1,313388;1,860154;65,987241;49,747493;418,741135;279,01894;88,1983
"PF3D7_0611200.1";1,847852;4,673354;28,164702;26,024173;37,963997;90,191834;3,655317
"PF3D7_0611300.1";4,793497;5,714063;69,398131;23,592173;211,243868;151,520952;7,029438
"PF3D7_0611400.1";12,114724;13,993076;27,916898;25,785706;6,467312;17,377818;6,167755
"PF3D7_0611500.1";1,605188;0,566143;5,989717;9,026763;17,735483;255,992494;10,785692
"PF3D7_0611600.1";10,00155;3,51682;97,97772;256,190605;18,923934;171,084771;120,558235
"PF3D7_0611800.1";13,692287;93,613056;55,254115;74,131824;50,089856;115,22376;325,934885
"PF3D7_0611900.1";20,468283;66,83188;151,00551;104,128624;478,668795;762,075478;241,264335
"PF3D7_0612000.1";12,798583;15,186302;168,175685;152,029426;408,283967;285,949755;69,956132
"PF3D7_0612100.1";80,3004;112,203542;163,847998;75,73638;6,617608;19,664791;18,297378
"PF3D7_0612200.1";5,602991;1,939095;95,557707;221,286631;73,134083;70,213082;99,881027
"PF3D7_0612300.1";2,262232;5,392428;33,728506;20,437026;100,335924;51,362591;33,906598
"PF3D7_0612400.1";5,941505;7,305906;36,461735;60,442005;67,379689;107,254583;21,270142
"PF3D7_0612500.1";9,949735;19,364994;12,658606;44,202799;734,302567;7586,548333;1728,094453
"PF3D7_0612600.1";31,717037;98,935066;106,693673;337,401031;49,12282;65,0016;41,363455
"PF3D7_0612700.1";14,320253;14,477349;195,619456;385,297664;21,123388;94,02602;57,617251
"PF3D7_0612800.1";10,64593;28,46416;18,785011;31,530827;41,06378;70,603393;40,598542
"PF3D7_0612900.1";273,858466;574,241772;220,845029;62,927321;141,069184;96,93307;97,225655
"PF3D7_0613000.1.1";2,168397;11,378598;131,833625;104,473343;177,191168;54,107606;0
"PF3D7_0613000.2.1";2,020745;8,699032;46,55973;13,771982;90,222393;68,477205;0
"PF3D7_0613000.3.1";31,51582;12,72226;210,933229;67,082684;179,759464;355,756666;18,115977
"PF3D7_0613100.1";171,719929;411,379349;465,389003;442,051614;3551,203568;1053,275934;205,16987
"PF3D7_0613300.1";4,514988;0,910065;46,303249;172,895498;2,74218;4,5466;63,346132
"PF3D7_0613400.1";8,837884;34,992151;458,553526;1514,103472;665,347944;753,443149;197,332295
"PF3D7_0613500.1";4,564925;15,693676;35,634803;45,249275;19,526458;57,982427;47,455141
"PF3D7_0613600.1";3,507023;3,012499;32,253389;71,336422;16,044766;71,160451;29,839945
"PF3D7_0613700.1";9,276916;28,061518;99,475942;133,674799;43,240479;126,147905;177,238966
"PF3D7_0613800.1";6,480076;3,563775;247,184709;508,531834;50,469863;24,196229;50,939464
"PF3D7_0613900.1";12,497778;5,391447;126,39053;603,594897;4,762906;8,945134;192,944891
"PF3D7_0614000.1";3,838342;10,203489;92,960567;125,908167;20,912242;36,201021;97,148923
"PF3D7_0614100.1";8,622844;8,910382;42,105591;156,300602;22,079189;61,790038;42,055925
"PF3D7_0614200.1";5,894103;12,484569;19,53945;17,365629;13,991913;34,076324;21,657985
"PF3D7_0614300.1";116,021222;594,023918;589,519465;744,997067;91,585127;47,929598;111,946959
"PF3D7_0614400.1";79,756127;164,740136;84,778077;36,376282;53,539143;170,736991;959,736604
"PF3D7_0614500.1";335,660062;1774,972353;1078,205058;349,992171;255,618825;302,949743;376,896684
"PF3D7_0614600.1";6,365646;4,235601;11,026896;90,785823;85,708062;110,775542;16,441348
"PF3D7_0614700.1";4,726858;1,557718;30,853731;106,110398;35,988391;135,813272;56,361656
"PF3D7_0614800.1";6,476713;63,527449;98,24614;63,871956;28,169222;99,244994;76,203731
"PF3D7_0614900.1";5,393981;4,114744;75,923372;151,083068;32,530608;86,182981;127,167513
"PF3D7_0615000.1";39,908876;35,015381;43,962658;16,141994;168,5889;542,028339;198,194041
"PF3D7_0615100.1";6,99354;1,873539;4,82636;9,663288;45,81731;34,570098;61,879073
"PF3D7_0615200.1";2,983682;0,930453;13,716953;5,168829;16,522082;219,953312;93,011947
"PF3D7_0615300.1";6,675773;3,334091;43,486174;34,991459;37,674278;261,909583;39,706672
"PF3D7_0615400.1";40,574166;58,964371;84,527261;35,983829;23,399641;43,876374;56,936748
"PF3D7_0615500.1";3,85333;2,632022;166,768553;146,579239;26,481316;93,70981;192,027195
"PF3D7_0615600.1";32,56243;48,119538;42,824149;25,622436;11,060438;18,70221;22,370715
"PF3D7_0615700.1";54,876747;32,404846;119,009522;44,541301;382,752423;457,312883;51,134692
"PF3D7_0615800.1";6,268025;19,635963;68,491582;85,550717;21,389679;17,29284;10,889442
"PF3D7_0615900.1";6,678364;91,367404;143,994754;72,214173;84,933666;81,107633;30,132641
"PF3D7_0616000.1";8,006132;110,023024;172,871697;26,655573;89,597703;33,089423;34,255086
"PF3D7_0616100.1";34,797023;68,573509;79,756809;37,82769;529,341932;340,3883;119,424097
"PF3D7_0616200.1";6,749021;25,419332;143,386429;244,956563;176,377512;64,547189;193,258088
"PF3D7_0616300.1";10,98948;34,901303;34,698518;60,938277;35,379979;89,356446;11,884221
"PF3D7_0616400.1";8,842507;20,856249;18,467325;39,888021;14,938502;18,375962;10,554037
"PF3D7_0616500.1";5,368999;2,350821;1,853854;5,106472;3,035677;48,825369;179,749868
"PF3D7_0616600.1";5,114418;3,686096;50,884574;22,235731;12,53421;85,812462;403,824872
"PF3D7_0616700.1";4,727313;16,309055;36,97511;2,90436;24,456109;60,20074;50,78626
"PF3D7_0616800.1";8,130536;68,710026;82,228367;40,540671;22,190876;57,221199;26,97404
"PF3D7_0616900.1";25,724923;46,739486;43,249096;18,432351;21,401602;36,312591;61,586115
"PF3D7_0617000.1";45,6784;192,840722;84,030161;15,274622;28,678942;48,693195;19,816282
"PF3D7_0617100.1";56,733401;151,47488;90,645867;117,524938;27,156859;42,275142;52,191334
"PF3D7_0617200.1";442,078302;568,183218;508,611158;501,520268;102,29736;156,459953;93,953307
"PF3D7_0617300.1";22,023992;13,537042;215,185265;131,385335;491,213208;373,944518;97,281425
"PF3D7_0617400.1";6,530561;8,941511;1,38046;1,288027;2,421055;2,114129;0,499771
"PF3D7_0617500.1";5,983137;0,569124;10,484949;0;106,970856;54,117273;11,718933
"PF3D7_0617600.1";2,072272;0,389123;8,371245;0;4,051748;1,225514;0
"PF3D7_0617700.1";5,693968;0,479171;0,95224;0;5,685757;1,173107;0
"PF3D7_0617800.1";672,640495;1579,968049;26263,00727;10360,31681;13497,07977;14497,9974;30294,4504
"PF3D7_0617900.1";1444,937778;2689,245591;3441,352011;12363,3295;3972,260278;921,715587;2444,364923
"PF3D7_0618000.1";9,776479;2,988909;108,125149;623,496904;11,306313;9,378753;54,452344
"PF3D7_0618100.1";7,710896;10,519828;29,139909;58,582301;8,99954;30,963389;26,049451
"PF3D7_0618200.1";61,321493;93,33867;98,018926;56,187728;86,39132;139,516001;27,272902
"PF3D7_0618300.1";595,829739;1018,137373;1170,689193;1322,741072;1372,370538;676,460086;217,375619
"PF3D7_0618400.1";3,372709;1,92182;2,397567;0;6,447507;5,772132;0
"PF3D7_0618500.1";4,67381;2,942902;81,995758;57,37496;310,474487;581,140896;56,721548
"PF3D7_0618600.1";2,084403;12,897084;28,276808;8,475937;48,846596;112,011477;24,184104
"PF3D7_0618700.1";16,72827;37,076512;76,333591;63,404599;64,006006;157,205646;78,318149
"PF3D7_0618800.1";5,694303;10,169533;23,417933;30,380447;15,24405;34,671256;15,476233
"PF3D7_0618900.1.1";5,506627;7,431311;70,103839;88,007669;21,581801;365,141236;57,244945
"PF3D7_0618900.2.1";0,568247;0;0,787526;2e-06;0,016741;3,657032;51,819338
"PF3D7_0619000.1.1";21,088062;51,947032;41,636379;31,506342;11,507927;20,009014;0
"PF3D7_0619000.2.1";25,297232;68,173072;41,565302;33,185226;11,361313;19,993094;0
"PF3D7_0619100.1";16,732897;22,961813;35,494393;48,007669;21,866968;33,150183;0
"PF3D7_0619200.1";55,104495;49,531799;45,414723;9,20078;12,314064;18,158535;38,116489
"PF3D7_0619300.1";6,306715;11,908814;17,822276;15,227944;13,185398;42,259724;24,399631
"PF3D7_0619400.1";30,520864;157,111784;532,448185;507,490491;116,353123;43,735728;90,58053
"PF3D7_0619500.1";12,370266;37,900719;31,505609;12,440649;2,637061;3,265627;1,820491
"PF3D7_0619600.1";4,871391;17,253338;24,705278;7,762188;6,418707;9,152789;0
"PF3D7_0619700.1";5,619276;4,850093;61,726387;174,726629;33,5982;104,128863;35,531105
"PF3D7_0619800.1";21,764553;45,946789;44,327209;36,035826;13,965606;25,772986;3,333101
"PF3D7_0619900.1";19,810162;33,942639;71,69099;17,781543;77,202426;148,381618;24,663876
"PF3D7_0620000.1";2,878196;0,543869;0,961785;0,520255;2,306195;6,118288;6145,883915
"PF3D7_0620100.1";7,275435;2,801838;40,024868;14,964841;826,409512;539,984645;956,695485
"PF3D7_0620200.1";7,849399;1,707838;3,980312;35,876942;18,235225;15,263356;0
"PF3D7_0620300.1";3,185694;9,253502;17,016979;59,808656;2,593163;3,105547;2,322399
"PF3D7_0620400.1";2,906136;2,251519;51,915653;155,692298;6,341864;4,55414;6,941135
"PF3D7_0620500.1";37,084932;57,04244;45,577902;56,425253;21,694942;38,376224;17,599617
"PF3D7_0620600.1";39,518001;42,109179;17,010175;26,461983;132,358525;110,897011;16,475054
"PF3D7_0620700.1";14,209029;6,470727;49,637015;158,910268;105,682712;1514,080678;264,307894
"PF3D7_0621000.1";8,576775;58,748602;56,681426;41,077625;15,764659;28,034588;12,443841
"PF3D7_0621100.1";6,565688;3,989304;84,683724;254,871031;9,682617;60,439599;28,911633
"PF3D7_0621200.1";238,813389;3090,343048;353,235384;175,493947;851,696204;313,634488;81,180753
"PF3D7_0621300.1";147,725517;228,712826;44,368887;11,719398;29,589096;42,195977;14,497783
"PF3D7_0621350.1";45,883922;36,100234;12,820308;33,015342;137,73926;435,345897;8,938696
"PF3D7_0621400.1";21,670245;5,112077;16,250725;30,636376;11,484226;186,824116;764,760235
"PF3D7_0621500.1";6,167606;41,432712;43,262757;64,626757;164,727206;150,06486;14,646687
"PF3D7_0621700.1";5,62647;35,825293;14,922725;3,844897;10,492473;24,02392;18,314308
"PF3D7_0621800.1";1154,402046;1995,845249;624,811254;125,15674;2451,143313;470,918865;102,983011
"PF3D7_0621900.1";117,611301;121,411572;146,317504;247,653863;36,137468;22,900203;13,216029
"PF3D7_0622000.1";10,409607;11,533168;24,235749;10,166799;538,551466;226,551206;61,537894
"PF3D7_0622100.1";13,664234;12,518234;17,142778;32,866858;8,261146;56,043081;16,134696
"PF3D7_0622200.1";73,662211;134,783416;31,565477;13,679352;23,619359;25,749135;45,85347
"PF3D7_0622300.1";7,457723;8,572382;14,499579;3,054586;15,305256;24,457199;11,521092
"PF3D7_0622400.1";5,210206;7,394407;53,555238;54,506298;34,537942;60,362348;0
"PF3D7_0622500.1";6,17014;9,411463;10,976927;13,807396;7,845813;55,751956;33,749257
"PF3D7_0622600.1";16,805019;12,437482;174,060333;127,96486;1340,37764;805,439203;85,427217
"PF3D7_0622700.1";9,620042;21,427023;25,072578;9,568679;51,848679;250,782301;27,470819
"PF3D7_0622800.1";116,697891;254,18975;117,173223;69,012847;18,333353;35,382586;39,287407
"PF3D7_0622900.1";76,355011;55,045104;48,918545;35,538352;18,19288;44,972424;104,213601
"PF3D7_0623000.1";6,820675;10,052409;93,656395;63,86655;30,983147;35,184831;18,504419
"PF3D7_0623100.1";308,604564;420,71442;270,47204;142,445073;140,837867;56,739226;164,499256
"PF3D7_0623200.1";30,850983;58,625198;59,709513;57,920856;15,58305;282,279618;82,490741
"PF3D7_0623300.1";19,554383;22,551587;313,514787;195,190338;407,274339;129,869036;50,116836
"PF3D7_0623400.1";3,277031;1,711544;10,553636;4,216966;48,845056;129,211464;44,816211
"PF3D7_0623500.1";15,455521;10,185471;59,37483;32,658003;202,979004;358,721724;171,233152
"PF3D7_0623600.1";52,637453;125,053784;153,232432;55,239039;63,821965;13,485951;63,361556
"PF3D7_0623700.1";17,57213;13,898487;29,054707;15,472172;7,413046;28,143606;21,829026
"PF3D7_0623800.1";377,196791;154,195309;66,218585;27,727476;13,420864;11,437879;142,804539
"PF3D7_0623900.1";9,813154;14,631623;64,273196;23,490963;68,662216;86,331869;331,211713
"PF3D7_0624000.1";172,602872;611,750161;721,450448;753,315323;46,013474;13,411401;59,986628
"PF3D7_0624100.1";5,799008;4,055026;31,154755;23,53229;24,927708;151,091929;40,683146
